date,customer_id,store_id,age,gender,age_group,product_name,category,units_sold,unit_price,discount_applied,discounted,sales_amount
2025-03-13,cust_288,store_1,13,F,10s_F,Granola Bar,Snacks,3,1.5,0.1,TRUE,4.05
2025-03-13,cust_98,store_1,43,M,40s_M,Whisky (700ml),Alcohol,4,15.0,0.15,TRUE,51.0
2025-03-28,cust_531,store_5,57,M,50s_M,Whisky (700ml),Alcohol,1,15.0,0.1,TRUE,13.5
2025-04-27,cust_226,store_5,24,F,20s_F,Salad Bowl,Ready Meals,2,3.2,0.0,FALSE,6.4
2025-04-29,cust_317,store_2,11,F,10s_F,Smoothie Drink,Beverages,1,2.2,0.0,FALSE,2.2
2025-04-08,cust_539,store_2,20,M,20s_M,Cola (500ml),Beverages,1,1.2,0.0,FALSE,1.2
2025-03-13,cust_504,store_2,65,F,60s_F,Cheddar Cheese,Dairy,1,2.5,0.1,TRUE,2.25
2025-04-02,cust_726,store_1,12,M,10s_M,Potato Crisps,Snacks,3,1.3,0.1,TRUE,3.51
2025-04-29,cust_801,store_3,17,M,10s_M,Potato Crisps,Snacks,2,1.3,0.1,TRUE,2.34
2025-04-07,cust_907,store_3,36,M,30s_M,Whisky (700ml),Alcohol,4,15.0,0.15,TRUE,51.0
2025-03-28,cust_863,store_5,58,M,50s_M,Instant Noodles,Pantry,2,1.2,0.15,TRUE,2.04
2025-03-01,cust_789,store_2,13,F,10s_F,Salad Bowl,Ready Meals,4,3.2,0.0,FALSE,12.8
2025-05-04,cust_313,store_1,24,F,20s_F,Frozen Berries,Frozen Foods,4,2.8,0.0,FALSE,11.2
2025-03-31,cust_667,store_3,40,F,40s_F,Smoothie Drink,Beverages,4,2.2,0.15,TRUE,7.48
2025-04-04,cust_953,store_5,22,M,20s_M,Frozen Pizza,Frozen Foods,3,3.5,0.1,TRUE,9.45
2025-03-17,cust_908,store_4,17,M,10s_M,Cola (500ml),Beverages,3,1.2,0.15,TRUE,3.06
2025-04-18,cust_57,store_4,33,F,30s_F,Granola Bar,Snacks,1,1.5,0.0,FALSE,1.5
2025-04-02,cust_781,store_1,29,F,20s_F,Smoothie Drink,Beverages,4,2.2,0.1,TRUE,7.92
2025-03-06,cust_309,store_3,43,F,40s_F,Herbal Tea,Beverages,3,2.0,0.15,TRUE,5.1
2025-04-14,cust_362,store_4,49,M,40s_M,Red Wine (750ml),Alcohol,1,7.5,0.05,TRUE,7.12
2025-04-09,cust_332,store_5,39,F,30s_F,Granola Bar,Snacks,1,1.5,0.05,TRUE,1.42
2025-04-17,cust_984,store_1,17,M,10s_M,Potato Crisps,Snacks,4,1.3,0.15,TRUE,4.42
2025-03-29,cust_563,store_5,63,F,60s_F,Herbal Tea,Beverages,2,2.0,0.0,FALSE,4.0
2025-03-11,cust_303,store_2,54,F,50s_F,Herbal Tea,Beverages,2,2.0,0.05,TRUE,3.8
2025-04-08,cust_990,store_5,26,F,20s_F,Greek Yoghurt,Dairy,1,2.0,0.15,TRUE,1.7
2025-03-20,cust_640,store_4,59,M,50s_M,Mixed Nuts,Snacks,2,2.9,0.1,TRUE,5.22
2025-03-08,cust_10,store_4,12,F,10s_F,Smoothie Drink,Beverages,2,2.2,0.0,FALSE,4.4
2025-04-14,cust_711,store_3,64,M,60s_M,Herbal Tea,Beverages,3,2.0,0.1,TRUE,5.4
2025-03-02,cust_812,store_2,47,F,40s_F,Greek Yoghurt,Dairy,1,2.0,0.1,TRUE,1.8
2025-03-13,cust_449,store_2,31,F,30s_F,Greek Yoghurt,Dairy,2,2.0,0.15,TRUE,3.4
2025-04-17,cust_715,store_4,49,M,40s_M,Red Wine (750ml),Alcohol,2,7.5,0.15,TRUE,12.75
2025-05-03,cust_349,store_5,54,F,50s_F,Cheddar Cheese,Dairy,2,2.5,0.1,TRUE,4.5
2025-03-23,cust_57,store_3,24,M,20s_M,Cola (500ml),Beverages,2,1.2,0.1,TRUE,2.16
2025-03-20,cust_792,store_4,29,M,20s_M,Beef Jerky,Snacks,1,3.5,0.15,TRUE,2.98
2025-04-12,cust_54,store_5,42,M,40s_M,Cheddar Cheese,Dairy,1,2.5,0.15,TRUE,2.12
2025-05-01,cust_162,store_2,22,F,20s_F,Greek Yoghurt,Dairy,3,2.0,0.1,TRUE,5.4
2025-04-27,cust_257,store_2,57,M,50s_M,Red Wine (750ml),Alcohol,4,7.5,0.15,TRUE,25.5
2025-05-10,cust_750,store_5,59,M,50s_M,Mixed Nuts,Snacks,4,2.9,0.1,TRUE,10.44
2025-04-12,cust_657,store_2,26,F,20s_F,Salad Bowl,Ready Meals,4,3.2,0.1,TRUE,11.52
2025-04-23,cust_980,store_4,19,M,10s_M,Energy Drink,Beverages,1,1.8,0.15,TRUE,1.53
2025-04-05,cust_271,store_2,58,M,50s_M,Mixed Nuts,Snacks,2,2.9,0.1,TRUE,5.22
2025-04-07,cust_668,store_2,38,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.0,FALSE,2.0
2025-03-29,cust_25,store_4,17,M,10s_M,Granola Bar,Snacks,1,1.5,0.0,FALSE,1.5
2025-03-13,cust_997,store_4,61,F,60s_F,Avocados,Produce,4,2.4,0.1,TRUE,8.64
2025-03-25,cust_502,store_5,60,M,60s_M,Herbal Tea,Beverages,4,2.0,0.1,TRUE,7.2
2025-03-19,cust_543,store_3,19,M,10s_M,Granola Bar,Snacks,2,1.5,0.15,TRUE,2.55
2025-03-04,cust_43,store_2,46,F,40s_F,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-03-20,cust_152,store_4,39,M,30s_M,Whisky (700ml),Alcohol,3,15.0,0.1,TRUE,40.5
2025-03-01,cust_291,store_2,41,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.15,TRUE,2.12
2025-04-14,cust_817,store_2,31,F,30s_F,Granola Bar,Snacks,1,1.5,0.05,TRUE,1.42
2025-04-15,cust_525,store_4,60,F,60s_F,Avocados,Produce,3,2.4,0.1,TRUE,6.48
2025-03-02,cust_887,store_4,37,M,30s_M,Whisky (700ml),Alcohol,1,15.0,0.1,TRUE,13.5
2025-04-05,cust_720,store_4,25,M,20s_M,Frozen Pizza,Frozen Foods,4,3.5,0.15,TRUE,11.9
2025-04-07,cust_475,store_4,52,M,50s_M,Whisky (700ml),Alcohol,3,15.0,0.15,TRUE,38.25
2025-04-30,cust_822,store_2,31,M,30s_M,Red Wine (750ml),Alcohol,1,7.5,0.1,TRUE,6.75
2025-03-09,cust_13,store_3,23,M,20s_M,Cola (500ml),Beverages,1,1.2,0.1,TRUE,1.08
2025-03-01,cust_350,store_1,31,F,30s_F,Granola Bar,Snacks,2,1.5,0.15,TRUE,2.55
2025-04-11,cust_157,store_5,10,M,10s_M,Energy Drink,Beverages,4,1.8,0.0,FALSE,7.2
2025-03-26,cust_982,store_5,60,F,60s_F,Greek Yoghurt,Dairy,4,2.0,0.0,FALSE,8.0
2025-05-04,cust_627,store_3,58,M,50s_M,Whisky (700ml),Alcohol,1,15.0,0.05,TRUE,14.25
2025-03-06,cust_429,store_4,44,F,40s_F,Smoothie Drink,Beverages,3,2.2,0.0,FALSE,6.6
2025-05-10,cust_222,store_2,31,F,30s_F,Salad Bowl,Ready Meals,4,3.2,0.0,FALSE,12.8
2025-04-30,cust_836,store_4,41,M,40s_M,Whisky (700ml),Alcohol,1,15.0,0.0,FALSE,15.0
2025-03-30,cust_470,store_5,14,F,10s_F,Avocados,Produce,3,2.4,0.1,TRUE,6.48
2025-03-01,cust_854,store_5,26,M,20s_M,Energy Drink,Beverages,1,1.8,0.15,TRUE,1.53
2025-03-23,cust_525,store_1,31,F,30s_F,Frozen Berries,Frozen Foods,3,2.8,0.05,TRUE,7.98
2025-04-13,cust_42,store_4,48,F,40s_F,Cheddar Cheese,Dairy,2,2.5,0.0,FALSE,5.0
2025-04-05,cust_597,store_2,24,M,20s_M,Frozen Pizza,Frozen Foods,1,3.5,0.1,TRUE,3.15
2025-04-24,cust_744,store_4,11,M,10s_M,Potato Crisps,Snacks,3,1.3,0.1,TRUE,3.51
2025-04-05,cust_230,store_2,39,F,30s_F,Greek Yoghurt,Dairy,2,2.0,0.05,TRUE,3.8
2025-04-11,cust_261,store_3,59,F,50s_F,Herbal Tea,Beverages,2,2.0,0.15,TRUE,3.4
2025-03-23,cust_853,store_3,44,F,40s_F,Cheddar Cheese,Dairy,3,2.5,0.1,TRUE,6.75
2025-03-05,cust_435,store_4,32,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.05,TRUE,28.5
2025-03-02,cust_885,store_3,31,M,30s_M,Cheddar Cheese,Dairy,1,2.5,0.05,TRUE,2.38
2025-03-20,cust_662,store_3,19,F,10s_F,Smoothie Drink,Beverages,3,2.2,0.0,FALSE,6.6
2025-04-04,cust_763,store_4,45,M,40s_M,Cheddar Cheese,Dairy,3,2.5,0.15,TRUE,6.38
2025-04-24,cust_679,store_4,55,F,50s_F,Herbal Tea,Beverages,1,2.0,0.0,FALSE,2.0
2025-04-19,cust_63,store_3,23,M,20s_M,Energy Drink,Beverages,4,1.8,0.05,TRUE,6.84
2025-03-14,cust_940,store_2,39,M,30s_M,Whole Chicken,Meat,3,5.0,0.1,TRUE,13.5
2025-03-12,cust_930,store_4,42,F,40s_F,Herbal Tea,Beverages,2,2.0,0.05,TRUE,3.8
2025-03-08,cust_220,store_3,26,F,20s_F,Smoothie Drink,Beverages,2,2.2,0.1,TRUE,3.96
2025-03-07,cust_39,store_5,25,M,20s_M,Frozen Pizza,Frozen Foods,2,3.5,0.15,TRUE,5.95
2025-03-08,cust_19,store_1,45,M,40s_M,Whisky (700ml),Alcohol,1,15.0,0.1,TRUE,13.5
2025-03-05,cust_106,store_2,21,F,20s_F,Frozen Berries,Frozen Foods,4,2.8,0.05,TRUE,10.64
2025-04-24,cust_366,store_4,52,M,50s_M,Whisky (700ml),Alcohol,4,15.0,0.0,FALSE,60.0
2025-03-28,cust_295,store_2,22,M,20s_M,Beef Jerky,Snacks,2,3.5,0.0,FALSE,7.0
2025-03-19,cust_836,store_4,63,F,60s_F,Herbal Tea,Beverages,4,2.0,0.05,TRUE,7.6
2025-04-19,cust_852,store_4,24,F,20s_F,Frozen Berries,Frozen Foods,4,2.8,0.0,FALSE,11.2
2025-04-06,cust_336,store_3,30,F,30s_F,Salad Bowl,Ready Meals,2,3.2,0.15,TRUE,5.44
2025-04-30,cust_501,store_4,36,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.0,FALSE,2.0
2025-05-08,cust_292,store_3,47,M,40s_M,Whisky (700ml),Alcohol,1,15.0,0.0,FALSE,15.0
2025-05-05,cust_416,store_5,59,M,50s_M,Mixed Nuts,Snacks,4,2.9,0.15,TRUE,9.86
2025-03-21,cust_879,store_4,40,M,40s_M,Cheddar Cheese,Dairy,3,2.5,0.1,TRUE,6.75
2025-03-23,cust_952,store_3,16,F,10s_F,Salad Bowl,Ready Meals,4,3.2,0.15,TRUE,10.88
2025-03-08,cust_811,store_5,39,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.0,FALSE,30.0
2025-04-15,cust_410,store_4,39,F,30s_F,Salad Bowl,Ready Meals,1,3.2,0.1,TRUE,2.88
2025-04-04,cust_863,store_5,30,M,30s_M,Whisky (700ml),Alcohol,4,15.0,0.0,FALSE,60.0
2025-03-17,cust_504,store_2,63,M,60s_M,Cheddar Cheese,Dairy,3,2.5,0.05,TRUE,7.12
2025-03-02,cust_328,store_5,35,F,30s_F,Frozen Berries,Frozen Foods,3,2.8,0.05,TRUE,7.98
2025-03-04,cust_838,store_3,11,M,10s_M,Cola (500ml),Beverages,3,1.2,0.1,TRUE,3.24
2025-03-29,cust_477,store_4,42,M,40s_M,Cheddar Cheese,Dairy,3,2.5,0.0,FALSE,7.5
2025-05-06,cust_56,store_2,34,M,30s_M,Cheddar Cheese,Dairy,1,2.5,0.1,TRUE,2.25
2025-04-03,cust_967,store_1,27,M,20s_M,Beef Jerky,Snacks,3,3.5,0.1,TRUE,9.45
2025-04-05,cust_519,store_5,31,M,30s_M,Whisky (700ml),Alcohol,2,15.0,0.05,TRUE,28.5
2025-04-04,cust_300,store_1,32,F,30s_F,Frozen Berries,Frozen Foods,1,2.8,0.15,TRUE,2.38
2025-03-18,cust_156,store_4,34,F,30s_F,Salad Bowl,Ready Meals,1,3.2,0.0,FALSE,3.2
2025-03-12,cust_564,store_5,49,M,40s_M,Whisky (700ml),Alcohol,1,15.0,0.1,TRUE,13.5
2025-03-18,cust_698,store_2,64,F,60s_F,Greek Yoghurt,Dairy,3,2.0,0.0,FALSE,6.0
2025-04-10,cust_171,store_4,43,F,40s_F,Greek Yoghurt,Dairy,1,2.0,0.0,FALSE,2.0
2025-04-20,cust_913,store_4,21,M,20s_M,Beef Jerky,Snacks,4,3.5,0.1,TRUE,12.6
2025-04-16,cust_813,store_4,55,F,50s_F,Mixed Nuts,Snacks,2,2.9,0.0,FALSE,5.8
2025-05-04,cust_936,store_2,11,M,10s_M,Energy Drink,Beverages,3,1.8,0.1,TRUE,4.86
2025-04-29,cust_36,store_4,39,M,30s_M,Whisky (700ml),Alcohol,4,15.0,0.05,TRUE,57.0
2025-05-07,cust_763,store_2,37,F,30s_F,Frozen Berries,Frozen Foods,3,2.8,0.15,TRUE,7.14
2025-03-01,cust_512,store_1,10,M,10s_M,Potato Crisps,Snacks,3,1.3,0.15,TRUE,3.32
2025-03-18,cust_967,store_1,36,M,30s_M,Red Wine (750ml),Alcohol,3,7.5,0.1,TRUE,20.25
2025-04-21,cust_540,store_1,10,M,10s_M,Granola Bar,Snacks,1,1.5,0.05,TRUE,1.42
2025-04-29,cust_899,store_1,50,M,50s_M,Instant Noodles,Pantry,4,1.2,0.0,FALSE,4.8
2025-05-09,cust_389,store_3,56,M,50s_M,Whisky (700ml),Alcohol,3,15.0,0.15,TRUE,38.25
2025-03-09,cust_791,store_1,13,M,10s_M,Granola Bar,Snacks,3,1.5,0.05,TRUE,4.27
2025-04-12,cust_698,store_1,35,F,30s_F,Greek Yoghurt,Dairy,3,2.0,0.0,FALSE,6.0
2025-03-16,cust_380,store_4,10,M,10s_M,Cola (500ml),Beverages,1,1.2,0.1,TRUE,1.08
2025-05-10,cust_250,store_5,10,M,10s_M,Cola (500ml),Beverages,1,1.2,0.05,TRUE,1.14
2025-03-11,cust_156,store_5,20,M,20s_M,Energy Drink,Beverages,4,1.8,0.0,FALSE,7.2
2025-03-12,cust_996,store_2,45,F,40s_F,Smoothie Drink,Beverages,3,2.2,0.05,TRUE,6.27
2025-04-24,cust_389,store_4,17,M,10s_M,Energy Drink,Beverages,2,1.8,0.0,FALSE,3.6
2025-03-03,cust_609,store_1,43,M,40s_M,Whisky (700ml),Alcohol,1,15.0,0.0,FALSE,15.0
2025-03-19,cust_979,store_2,27,M,20s_M,Frozen Pizza,Frozen Foods,3,3.5,0.05,TRUE,9.97
2025-04-19,cust_944,store_5,32,M,30s_M,Red Wine (750ml),Alcohol,1,7.5,0.05,TRUE,7.12
2025-03-12,cust_644,store_2,11,F,10s_F,Smoothie Drink,Beverages,4,2.2,0.0,FALSE,8.8
2025-05-08,cust_562,store_2,58,M,50s_M,Red Wine (750ml),Alcohol,1,7.5,0.0,FALSE,7.5
2025-04-22,cust_854,store_5,54,F,50s_F,Avocados,Produce,4,2.4,0.1,TRUE,8.64
2025-03-14,cust_622,store_3,12,M,10s_M,Granola Bar,Snacks,4,1.5,0.15,TRUE,5.1
2025-04-15,cust_6,store_5,46,M,40s_M,Whisky (700ml),Alcohol,3,15.0,0.1,TRUE,40.5
2025-04-14,cust_588,store_5,21,F,20s_F,Salad Bowl,Ready Meals,3,3.2,0.05,TRUE,9.12
2025-03-27,cust_788,store_1,47,M,40s_M,Whisky (700ml),Alcohol,2,15.0,0.15,TRUE,25.5
2025-03-06,cust_548,store_1,42,F,40s_F,Herbal Tea,Beverages,4,2.0,0.0,FALSE,8.0
2025-04-01,cust_436,store_3,48,F,40s_F,Greek Yoghurt,Dairy,1,2.0,0.05,TRUE,1.9
2025-04-11,cust_492,store_1,19,M,10s_M,Cola (500ml),Beverages,2,1.2,0.05,TRUE,2.28
2025-05-02,cust_748,store_5,60,M,60s_M,Cheddar Cheese,Dairy,1,2.5,0.15,TRUE,2.12
2025-03-17,cust_938,store_5,45,F,40s_F,Cheddar Cheese,Dairy,4,2.5,0.0,FALSE,10.0
2025-03-25,cust_673,store_4,32,M,30s_M,Red Wine (750ml),Alcohol,1,7.5,0.05,TRUE,7.12
2025-04-10,cust_813,store_3,22,M,20s_M,Frozen Pizza,Frozen Foods,4,3.5,0.05,TRUE,13.3
2025-04-28,cust_17,store_5,39,F,30s_F,Granola Bar,Snacks,4,1.5,0.05,TRUE,5.7
2025-04-06,cust_133,store_5,58,F,50s_F,Avocados,Produce,3,2.4,0.05,TRUE,6.84
2025-03-24,cust_844,store_4,49,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.15,TRUE,2.12
2025-04-25,cust_579,store_2,35,F,30s_F,Salad Bowl,Ready Meals,4,3.2,0.0,FALSE,12.8
2025-04-28,cust_624,store_1,47,F,40s_F,Smoothie Drink,Beverages,2,2.2,0.1,TRUE,3.96
2025-04-16,cust_188,store_2,13,M,10s_M,Potato Crisps,Snacks,3,1.3,0.1,TRUE,3.51
2025-03-05,cust_966,store_5,10,M,10s_M,Potato Crisps,Snacks,2,1.3,0.1,TRUE,2.34
2025-03-14,cust_586,store_4,14,M,10s_M,Potato Crisps,Snacks,4,1.3,0.1,TRUE,4.68
2025-03-17,cust_203,store_3,59,F,50s_F,Cheddar Cheese,Dairy,3,2.5,0.0,FALSE,7.5
2025-03-31,cust_534,store_1,35,M,30s_M,Whisky (700ml),Alcohol,1,15.0,0.0,FALSE,15.0
2025-04-29,cust_82,store_1,41,M,40s_M,Instant Noodles,Pantry,1,1.2,0.15,TRUE,1.02
2025-04-28,cust_400,store_3,29,M,20s_M,Energy Drink,Beverages,1,1.8,0.15,TRUE,1.53
2025-03-18,cust_763,store_3,39,M,30s_M,Whole Chicken,Meat,2,5.0,0.0,FALSE,10.0
2025-03-12,cust_404,store_3,49,M,40s_M,Red Wine (750ml),Alcohol,1,7.5,0.1,TRUE,6.75
2025-03-24,cust_128,store_1,60,F,60s_F,Cheddar Cheese,Dairy,3,2.5,0.0,FALSE,7.5
2025-03-04,cust_772,store_1,45,M,40s_M,Whisky (700ml),Alcohol,3,15.0,0.15,TRUE,38.25
2025-05-10,cust_140,store_1,22,F,20s_F,Frozen Berries,Frozen Foods,3,2.8,0.05,TRUE,7.98
2025-03-22,cust_184,store_1,34,M,30s_M,Red Wine (750ml),Alcohol,4,7.5,0.15,TRUE,25.5
2025-03-08,cust_82,store_3,26,F,20s_F,Frozen Berries,Frozen Foods,3,2.8,0.0,FALSE,8.4
2025-04-25,cust_286,store_5,47,F,40s_F,Greek Yoghurt,Dairy,3,2.0,0.1,TRUE,5.4
2025-03-15,cust_922,store_1,23,F,20s_F,Smoothie Drink,Beverages,1,2.2,0.15,TRUE,1.87
2025-03-25,cust_514,store_4,16,M,10s_M,Energy Drink,Beverages,2,1.8,0.05,TRUE,3.42
2025-05-01,cust_133,store_1,32,M,30s_M,Whole Chicken,Meat,4,5.0,0.0,FALSE,20.0
2025-03-08,cust_4,store_2,13,M,10s_M,Cola (500ml),Beverages,2,1.2,0.1,TRUE,2.16
2025-04-29,cust_50,store_4,61,M,60s_M,Cheddar Cheese,Dairy,1,2.5,0.1,TRUE,2.25
2025-03-27,cust_732,store_2,14,F,10s_F,Granola Bar,Snacks,1,1.5,0.05,TRUE,1.42
2025-04-03,cust_277,store_5,21,M,20s_M,Cola (500ml),Beverages,3,1.2,0.0,FALSE,3.6
2025-04-18,cust_126,store_1,61,F,60s_F,Greek Yoghurt,Dairy,3,2.0,0.0,FALSE,6.0
2025-03-03,cust_437,store_3,21,M,20s_M,Frozen Pizza,Frozen Foods,4,3.5,0.0,FALSE,14.0
2025-03-06,cust_189,store_2,62,M,60s_M,Cheddar Cheese,Dairy,1,2.5,0.05,TRUE,2.38
2025-05-05,cust_34,store_1,21,M,20s_M,Energy Drink,Beverages,4,1.8,0.05,TRUE,6.84
2025-04-16,cust_959,store_2,16,M,10s_M,Granola Bar,Snacks,3,1.5,0.05,TRUE,4.27
2025-04-10,cust_757,store_4,45,F,40s_F,Herbal Tea,Beverages,3,2.0,0.1,TRUE,5.4
2025-04-16,cust_907,store_1,58,F,50s_F,Avocados,Produce,2,2.4,0.05,TRUE,4.56
2025-05-06,cust_602,store_2,24,F,20s_F,Smoothie Drink,Beverages,1,2.2,0.15,TRUE,1.87
2025-03-26,cust_488,store_1,39,M,30s_M,Whole Chicken,Meat,2,5.0,0.0,FALSE,10.0
2025-04-13,cust_990,store_2,41,F,40s_F,Greek Yoghurt,Dairy,3,2.0,0.15,TRUE,5.1
2025-04-09,cust_440,store_1,41,M,40s_M,Cheddar Cheese,Dairy,4,2.5,0.15,TRUE,8.5
2025-05-05,cust_868,store_3,25,M,20s_M,Cola (500ml),Beverages,2,1.2,0.0,FALSE,2.4
2025-03-03,cust_286,store_5,25,F,20s_F,Salad Bowl,Ready Meals,3,3.2,0.15,TRUE,8.16
2025-04-01,cust_660,store_4,27,M,20s_M,Beef Jerky,Snacks,1,3.5,0.0,FALSE,3.5
2025-03-27,cust_930,store_5,43,F,40s_F,Herbal Tea,Beverages,3,2.0,0.05,TRUE,5.7
2025-03-12,cust_82,store_2,24,F,20s_F,Greek Yoghurt,Dairy,2,2.0,0.0,FALSE,4.0
2025-04-25,cust_965,store_1,40,F,40s_F,Cheddar Cheese,Dairy,1,2.5,0.0,FALSE,2.5
2025-04-25,cust_458,store_1,43,F,40s_F,Smoothie Drink,Beverages,3,2.2,0.05,TRUE,6.27
2025-04-28,cust_429,store_4,58,F,50s_F,Cheddar Cheese,Dairy,2,2.5,0.0,FALSE,5.0
2025-04-14,cust_330,store_5,39,M,30s_M,Red Wine (750ml),Alcohol,3,7.5,0.1,TRUE,20.25
2025-05-04,cust_719,store_1,26,M,20s_M,Cola (500ml),Beverages,2,1.2,0.1,TRUE,2.16
2025-04-26,cust_790,store_4,51,F,50s_F,Avocados,Produce,4,2.4,0.05,TRUE,9.12
2025-03-24,cust_493,store_5,41,M,40s_M,Whisky (700ml),Alcohol,4,15.0,0.15,TRUE,51.0
2025-05-10,cust_304,store_2,37,F,30s_F,Greek Yoghurt,Dairy,2,2.0,0.15,TRUE,3.4
2025-04-02,cust_305,store_5,43,F,40s_F,Cheddar Cheese,Dairy,4,2.5,0.05,TRUE,9.5
2025-04-19,cust_1000,store_5,13,F,10s_F,Salad Bowl,Ready Meals,3,3.2,0.0,FALSE,9.6
2025-04-23,cust_969,store_3,64,F,60s_F,Herbal Tea,Beverages,1,2.0,0.1,TRUE,1.8
2025-04-24,cust_212,store_4,62,M,60s_M,Red Wine (750ml),Alcohol,3,7.5,0.0,FALSE,22.5
2025-03-27,cust_750,store_3,20,F,20s_F,Smoothie Drink,Beverages,3,2.2,0.05,TRUE,6.27
2025-04-28,cust_920,store_4,29,M,20s_M,Beef Jerky,Snacks,1,3.5,0.15,TRUE,2.98
2025-05-09,cust_430,store_4,22,F,20s_F,Frozen Berries,Frozen Foods,4,2.8,0.1,TRUE,10.08
2025-03-10,cust_252,store_3,56,F,50s_F,Avocados,Produce,3,2.4,0.05,TRUE,6.84
2025-04-19,cust_118,store_3,64,F,60s_F,Avocados,Produce,3,2.4,0.05,TRUE,6.84
2025-04-19,cust_797,store_1,35,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.05,TRUE,1.9
2025-03-27,cust_520,store_1,14,M,10s_M,Cola (500ml),Beverages,3,1.2,0.1,TRUE,3.24
2025-04-19,cust_23,store_1,16,F,10s_F,Avocados,Produce,4,2.4,0.1,TRUE,8.64
2025-03-10,cust_432,store_2,40,M,40s_M,Red Wine (750ml),Alcohol,4,7.5,0.1,TRUE,27.0
2025-03-06,cust_195,store_1,46,M,40s_M,Instant Noodles,Pantry,3,1.2,0.0,FALSE,3.6
2025-03-07,cust_505,store_2,30,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.0,FALSE,2.0
2025-04-05,cust_779,store_4,45,F,40s_F,Herbal Tea,Beverages,2,2.0,0.0,FALSE,4.0
2025-04-10,cust_686,store_4,57,M,50s_M,Mixed Nuts,Snacks,2,2.9,0.05,TRUE,5.51
2025-04-22,cust_789,store_5,23,M,20s_M,Cola (500ml),Beverages,1,1.2,0.0,FALSE,1.2
2025-03-05,cust_287,store_2,45,M,40s_M,Red Wine (750ml),Alcohol,1,7.5,0.1,TRUE,6.75
2025-05-07,cust_542,store_2,16,M,10s_M,Granola Bar,Snacks,4,1.5,0.05,TRUE,5.7
2025-04-13,cust_738,store_5,26,F,20s_F,Salad Bowl,Ready Meals,4,3.2,0.1,TRUE,11.52
2025-03-30,cust_979,store_1,58,F,50s_F,Herbal Tea,Beverages,3,2.0,0.0,FALSE,6.0
2025-04-21,cust_511,store_2,21,F,20s_F,Salad Bowl,Ready Meals,2,3.2,0.15,TRUE,5.44
2025-03-05,cust_661,store_4,37,M,30s_M,Red Wine (750ml),Alcohol,1,7.5,0.0,FALSE,7.5
2025-03-13,cust_157,store_5,54,M,50s_M,Instant Noodles,Pantry,2,1.2,0.1,TRUE,2.16
2025-03-22,cust_327,store_2,35,M,30s_M,Red Wine (750ml),Alcohol,4,7.5,0.0,FALSE,30.0
2025-03-06,cust_78,store_3,32,M,30s_M,Red Wine (750ml),Alcohol,3,7.5,0.05,TRUE,21.38
2025-04-01,cust_783,store_4,36,F,30s_F,Greek Yoghurt,Dairy,1,2.0,0.1,TRUE,1.8
2025-04-02,cust_218,store_3,27,M,20s_M,Cola (500ml),Beverages,3,1.2,0.1,TRUE,3.24
2025-04-08,cust_32,store_1,59,F,50s_F,Avocados,Produce,4,2.4,0.1,TRUE,8.64
2025-03-17,cust_909,store_5,45,F,40s_F,Herbal Tea,Beverages,3,2.0,0.0,FALSE,6.0
2025-04-26,cust_319,store_4,29,M,20s_M,Energy Drink,Beverages,4,1.8,0.0,FALSE,7.2
2025-05-06,cust_298,store_4,60,F,60s_F,Herbal Tea,Beverages,2,2.0,0.05,TRUE,3.8
2025-05-07,cust_124,store_1,64,F,60s_F,Cheddar Cheese,Dairy,2,2.5,0.05,TRUE,4.75
2025-04-23,cust_592,store_5,30,F,30s_F,Salad Bowl,Ready Meals,3,3.2,0.05,TRUE,9.12
2025-05-05,cust_66,store_5,64,M,60s_M,Herbal Tea,Beverages,1,2.0,0.0,FALSE,2.0
2025-03-20,cust_517,store_4,11,F,10s_F,Avocados,Produce,1,2.4,0.1,TRUE,2.16
2025-03-28,cust_147,store_4,37,M,30s_M,Cheddar Cheese,Dairy,3,2.5,0.05,TRUE,7.12
2025-04-23,cust_874,store_2,29,M,20s_M,Cola (500ml),Beverages,2,1.2,0.05,TRUE,2.28
2025-05-02,cust_912,store_4,36,F,30s_F,Granola Bar,Snacks,1,1.5,0.15,TRUE,1.27
2025-03-23,cust_63,store_3,40,M,40s_M,Instant Noodles,Pantry,4,1.2,0.05,TRUE,4.56
2025-04-14,cust_898,store_4,21,M,20s_M,Beef Jerky,Snacks,2,3.5,0.15,TRUE,5.95
2025-03-15,cust_495,store_4,39,M,30s_M,Red Wine (750ml),Alcohol,4,7.5,0.05,TRUE,28.5
2025-05-09,cust_909,store_1,12,M,10s_M,Potato Crisps,Snacks,3,1.3,0.15,TRUE,3.32
2025-04-16,cust_723,store_1,52,F,50s_F,Herbal Tea,Beverages,2,2.0,0.0,FALSE,4.0
2025-03-14,cust_276,store_3,27,M,20s_M,Cola (500ml),Beverages,2,1.2,0.1,TRUE,2.16
